ReceiptID,Victim_ID,NID,Account_Holder,Account_Number,MFS_Linked,Mobile,Amount_BDT,Amount_ETH,TxHash,Timestamp,ReceiptHash
FRD-2026-0034,34,NID00041,Rahim Parveen,ACC00041,bKash-00041,8801690768647,93.19,0.0009319333367903,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x360bff874845e669e8afabc15de4a9059cc3c323a48c78f2f0c9612f6a55394a
FRD-2026-0035,35,NID00010,Shafiq Uddin,ACC00010,bKash-00010,8801323217648,70.22,0.0007021617200084,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x4ae1b89eaf8ad1b28d5966eadb636d39e096f969a75a6f90f7a1744cd15b1e69
FRD-2026-0036,36,NID00084,Rahim Sultana,ACC00084,bKash-00084,8801737345820,71.38,0.0007138041956404,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xbf920224f35b8cc1240bd10140a79cfe2d0ddc9b1a1c9be97ae0d3b0a4169d1b
FRD-2026-0037,37,NID00029,Rashida Islam,ACC00029,bKash-00029,8801527310852,61.06,0.0006106277736609,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xe6ad11b46c4de6ae2f7cbd2cc47c2c0628e1b46f9c4c167143da6cb371863413
FRD-2026-0038,38,NID00067,Rashida Mia,ACC00067,bKash-00067,8801765553464,61.8,0.0006179879594052,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x34285cd7a902e2fdf7e2f8f2e3e1f3efa1da8e82f304dea3e654a1c3ee50e7f2
FRD-2026-0039,39,NID00097,Salma Chowdhury,ACC00097,bKash-00097,8801315001045,84.27,0.0008426743569455,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x52e925ab550fd08c9dcece1903db847aa313c8cefe5d8c4fa7ac4e8a9e4fc0bc
FRD-2026-0040,40,NID00049,Anwar Sarker,ACC00049,bKash-00049,8801610448345,96.36,0.0009636490462704,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x25014cc053632868ea0654043fe4d5660796de3eef164ade41d89d2d17a31298
FRD-2026-0041,41,NID00024,Roksana Parveen,ACC00024,bKash-00024,8801820198499,46.61,0.0004661004899541,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x19ec5369fb6b794b57fec475bbc0293373856604714da1e98f1e4e15066ab217
FRD-2026-0042,42,NID00033,Mokbul Begum,ACC00033,bKash-00033,8801359437769,70.35,0.0007034999355983,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x65d669075f2c9fae063d8f87147dd567801cf765110f9155f62b317661ebe847
FRD-2026-0043,43,NID00070,Shafiq Chowdhury,ACC00070,bKash-00070,8801320986868,69.49,0.0006949353558231,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x3b226f7ba40ec35f1e5ab8b49717d7aed715e52b03f884e9615dd97db62c8600
FRD-2026-0044,44,NID00052,Karim Parveen,ACC00052,bKash-00052,8801848538877,75.6,0.0007559579867215,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xfcc53a7d536d2fd5a2699905ccc10071929012cd26a4e2b0a0d8f168bea16210
FRD-2026-0045,45,NID00027,Josna Uddin,ACC00027,bKash-00027,8801833614649,85.97,0.000859669694937,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x0cf245de923b0471d3b2dee1dbb21413939c14006c3bc96435c7251cc6989f5f
FRD-2026-0046,46,NID00064,Nasrin Ali,ACC00064,bKash-00064,8801665257851,77.42,0.0007741577187438,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x8125e9e770a19918d3273520d8be297fc417390f6633c43d0a2a4013a9b3f165
FRD-2026-0047,47,NID00030,Nasrin Khatun,ACC00030,bKash-00030,8801664564054,68.61,0.0006861031329299,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x9adea63d65fb752728dab96f284c7b3492862c678aab0ff52bd08c7622a1cbfa
FRD-2026-0048,48,NID00018,Parvin Sultana,ACC00018,bKash-00018,8801763953229,80.2,0.0008019926030133,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xb0d9d972e4b84abc79251dbe69eca04ece8c3c1ecc1f63d2d8fd02f1af83deb6
FRD-2026-0049,49,NID00089,Mokbul Uddin,ACC00089,bKash-00089,8801894461358,96.28,0.0009628461169165,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x448d76b1dad3b2488b628f0bad8f768f85e45c9ef0a4747e4d203ef4f6e62bd5
FRD-2026-0050,50,NID00056,Josna Parveen,ACC00056,bKash-00056,8801748503931,103.07,0.0010306936473233,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x07b13856bebafcba8312b4e4707f2a563ceed75f7b38e74c88dafdd2ce2ea6c7
FRD-2026-0051,51,NID00076,Rashida Sarker,ACC00076,bKash-00076,8801766987271,84.68,0.0008468228252742,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x4463e065b126733eae0c3f8d51f7bdeff462880cfabe1b9ba6f3d71de56550e5
FRD-2026-0052,52,NID00038,Sohel Khatun,ACC00038,bKash-00038,8801690497273,71.97,0.0007196923442358,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xdd34b37d2d48257e89dabf82214c3f0ab03ae524ffd81082732f39299cab3d50
FRD-2026-0053,53,NID00090,Abdul Islam,ACC00090,bKash-00090,8801361509697,56.98,0.0005698121981696,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x73a043969fe51ab4d9f57da4e86e677d011979a987a1038b1f423af6574642e2
FRD-2026-0054,54,NID00087,Abdul Uddin,ACC00087,bKash-00087,8801962827729,65.65,0.0006565285683936,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x9ecba7da09edceaa773571b3cda39cab17bd0c82879f242e14e472ca956e5959
FRD-2026-0055,55,NID00011,Rafiq Islam,ACC00011,bKash-00011,8801969946863,99.14,0.0009913501089809,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x5595b2d7e051b5f7a52bf91f52d887dba0a944952025f3a7e30033f790435317
FRD-2026-0056,56,NID00002,Parvin Chowdhury,ACC00002,bKash-00002,8801783963364,75.25,0.0007524786261878,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x476a903eebc39b67ddfb02daf9f95096a2ba982b20326fe4a54b1cb557e185ee
FRD-2026-0057,57,NID00014,Jamal Begum,ACC00014,bKash-00014,8801670995760,92.19,0.0009218967198663,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x39a82d32fe9161eda99213fe40333fed48d04eb6afbbea2d5a87eef85ed381cd
FRD-2026-0058,58,NID00096,Sohel Ali,ACC00096,bKash-00096,8801835301054,71.18,0.0007117968722556,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xb726a763534e7b29ee3fc6f413ee64ccb90bd891d47f11a7bc7e2be2e5f70f7e
FRD-2026-0059,59,NID00015,Sohel Islam,ACC00015,bKash-00015,8801756547339,89.13,0.0008912515828581,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xc037a025bb6de8f0570e687d5a831daea3e18748bfddda764ac5bc396a17100c
FRD-2026-0060,60,NID00098,Rashida Hossain,ACC00098,bKash-00098,8801638267184,47.11,0.0004710518876367,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x2f011fa49a61f7d72f1fc731b53149b3c771bcc05efc7f6ff5722b634b51773d
FRD-2026-0061,61,NID00047,Karim Rahman,ACC00047,bKash-00047,8801822831595,50.26,0.0005026337755578,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xaa23d79a568c90bb7c0963650ff2ed8031596a2b5b97507eebb94d4f757ca877
FRD-2026-0062,62,NID00057,Sumon Islam,ACC00057,bKash-00057,8801397580056,87.89,0.0008789399994312,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xac30a7614e26dbe58f83f731c7b7ce962c2fdd49785e57340d048bfecaae8d36
FRD-2026-0063,63,NID00075,Amina Sarker,ACC00075,bKash-00075,8801767681017,60.66,0.0006066131268912,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x977e300937ed6907fca559afea08c2ab6281249921bb7e741b2c9f2facc9f2b0
FRD-2026-0064,64,NID00082,Dilara Parveen,ACC00082,bKash-00082,8801331288948,103.35,0.001033503900062,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x8d86bf121e8ecc0bb5e58fbe7aa897d23333ba0934e84bce64019e2c2e241313
FRD-2026-0065,65,NID00012,Fatema Ahmed,ACC00012,bKash-00012,8801342425301,74.14,0.0007413714367918,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xf0e688ca12f1d2c28f82586047fa0cebb56dca68aef63794b27161974c6b79c7
FRD-2026-0066,66,NID00050,Tariq Begum,ACC00050,bKash-00050,8801684936358,81.81,0.0008180511900918,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x2d6fedc70ad7986a4fa6930603b5875627b8a32c134105461d236c84bfdb867e
FRD-2026-0067,67,NID00100,Karim Parveen,ACC00100,bKash-00100,8801533930984,40.52,0.0004052116806147,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xb83114af57a4abf8cee1bdf735f398dec2a61d43928dea3ff9aa5679c91b2c38
FRD-2026-0068,68,NID00054,Sumon Parveen,ACC00054,bKash-00054,8801854196734,52.39,0.0005239114034368,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xd09e2d11db4d39c163f7bdf7c8b7278ada5cbde2f9811a458343ef73396c74a5
FRD-2026-0069,69,NID00080,Fatema Hossain,ACC00080,bKash-00080,8801352734307,92.2,0.0009220305414252,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x68892121f79289f80d377e4bf2774a5d70f880b47bdaecaeaf52d3299a05630a
FRD-2026-0070,70,NID00026,Dilara Akter,ACC00026,bKash-00026,8801394673574,91.81,0.0009181497162146,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x683280b84601e030da87ff99eaf76a90023a3d2d0beb218ff2372688e3a8f788
FRD-2026-0071,71,NID00039,Tariq Ali,ACC00039,bKash-00039,8801590954884,121.43,0.0012142968262544,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xbfadbddb19f2dc606f10b989999ef92ecceac656aa0d3e63078a3cd0de99770b
FRD-2026-0072,72,NID00072,Kulsum Ahmed,ACC00072,bKash-00072,8801348673354,103.12,0.0010312289335592,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xf5e9eb6121b535ba0f1a4c492f42f2eceb6ebf9ec53fbf9d0e663fecda53dd9e
FRD-2026-0073,73,NID00034,Babul Mia,ACC00034,bKash-00034,8801541665404,107.28,0.0010728474384044,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x4a77a06b0647a50b6108505fe7e1b8e58e61266923b4ed0cdb7e6f41baba10d9
FRD-2026-0074,74,NID00032,Josna Sultana,ACC00032,bKash-00032,8801687273675,78.41,0.0007840605141089,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x77d5e9f4df30ac523883951129cf91f375e948bf9683d741ef2ab687d18822f1
FRD-2026-0075,75,NID00065,Roksana Ali,ACC00065,bKash-00065,8801822842659,93.02,0.0009301936565235,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xea9dc37d59a4b6336fd4fdf851d3190d7823261eabd0fffe9084a4d001c3579c
FRD-2026-0076,76,NID00062,Sohel Sultana,ACC00062,bKash-00062,8801862187215,95.63,0.0009562888605261,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x5ca12eb7c677788364b7d7e52839b1af4c065ca5818461d79015c704239e9bdb
FRD-2026-0077,77,NID00004,Parvin Islam,ACC00004,bKash-00004,8801665395426,106.67,0.001066691646691,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xcd46143f12f80f1775494cb56dac61e85078707717f2864389310c8446e149cf
FRD-2026-0078,78,NID00077,Nasrin Sultana,ACC00077,bKash-00077,8801555718843,105.24,0.0010523727398793,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x00e8d3ac81bdabbb68cf84b0c41cc0271fe5adbaaad4f7f7e068546d87cfb1f3
FRD-2026-0079,79,NID00045,Aziz Rahman,ACC00045,bKash-00045,8801715409861,70.78,0.0007077822254859,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x7b359994c275df8f16020b11ce8ac1fefa70f903f64e6cb172f8215647e90bf6
FRD-2026-0080,80,NID00051,Belal Parveen,ACC00051,bKash-00051,8801925814828,66.9,0.0006689739733795,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x4969603620ec64e4d028d4a7156f6b9472de8a8149bb003cd6fc6e288970d573
FRD-2026-0081,81,NID00073,Rahim Uddin,ACC00073,bKash-00073,8801765454431,105.21,0.0010521050967613,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x1f5340c55fbd072f98b6e0f1940e94076ef3e011e6175c475f20961c48e7285b
FRD-2026-0082,82,NID00078,Rashida Mia,ACC00078,bKash-00078,8801578452891,62.29,0.0006229393570877,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x2c6d5e0804fd5de924cca330bc15442581aab5683603dfaee6aba279e7611762
FRD-2026-0083,83,NID00085,Sumon Rahman,ACC00085,bKash-00085,8801830088365,103.91,0.0010391244055395,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x71d9fc5370f722092044c34b456b74750785579eba3357eb7c12bf5e7725e572
FRD-2026-0084,84,NID00017,Babul Rahman,ACC00017,bKash-00017,8801757911176,79.73,0.0007973088484487,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x0a103e0bb215e14eafc405d9af688d108c46a6c68db31f378d70fe93e5f8b52a
FRD-2026-0085,85,NID00083,Shafiq Islam,ACC00083,bKash-00083,8801748791628,62.95,0.0006294966134781,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x423aaed3dc66e040896798dac43a55bd6f9ba53fe1bdb3cce3f6bd08dc4b19ac
FRD-2026-0086,86,NID00074,Abdul Khan,ACC00074,bKash-00074,8801987982667,88.9,0.0008889766163553,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xa364e8638b4fe9681edb1711b9b0ac6b23c3bd0ef58c16bc41f364253565dc8b
FRD-2026-0087,87,NID00037,Sohel Chowdhury,ACC00037,bKash-00037,8801550201137,77.36,0.0007736224325079,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xf79fad12021f12207636b6b7d9bae45dfadea72722ba22534360aa3c7824999f
FRD-2026-0088,88,NID00023,Aziz Parveen,ACC00023,bKash-00023,8801779872506,77.11,0.0007710798228871,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0xacc2d8f36d103268b301c6e29dd42bd282c3d49940098dd09a2e31de9db82a5c
FRD-2026-0089,89,NID00053,Habib Chowdhury,ACC00053,bKash-00053,8801583851335,102.29,0.001022931996902,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:47,0x6d478522f207a84f342370a2c7eeef8db391e4ab8a3c04fcdf130998e3ecdb2c
