Victim_ID,NID,Water_Depth_ft,Duration_Days,Distance_km,Name,Upazila,House_Type,Poverty_Index,Phone,MFS_Account,Verification_Status,Norm_Depth,Norm_House,Norm_Duration,Norm_Poverty,Norm_Distance,Vulnerability_Score
86,NID00074,6.8,5,12.2,Abdul Khan,Tahirpur,3.0,0.75,8801987982667.0,bKash-00074,Verified,0.5666666666666667,0.3333333333333333,0.2631578947368421,0.75,0.8243243243243242,57.97
87,NID00037,8.8,11,14.8,Sohel Chowdhury,Jaintiapur,2.0,0.37,8801550201137.0,bKash-00037,Verified,0.7333333333333334,0.6666666666666666,0.5789473684210527,0.37,1.0,57.81
88,NID00023,2.0,8,12.2,Aziz Parveen,Osmaninagar,3.0,0.8,8801779872506.0,bKash-00023,Verified,0.16666666666666666,0.3333333333333333,0.42105263157894735,0.8,0.8243243243243242,49.16
89,NID00053,6.6,6,14.5,Habib Chowdhury,Tahirpur,3.0,0.99,8801583851335.0,bKash-00053,Verified,0.5499999999999999,0.3333333333333333,0.3157894736842105,0.99,0.9797297297297297,67.97
90,NID00003,11.3,6,14.2,Halima Ahmed,Zakiganj,3.0,0.41,8801335856919.0,bKash-00003,Verified,0.9416666666666668,0.3333333333333333,0.3157894736842105,0.41,0.9594594594594593,58.19
91,NID00005,4.5,8,2.5,Rashida Sarker,Zakiganj,2.0,0.89,8801710070640.0,bKash-00005,Verified,0.375,0.6666666666666666,0.42105263157894735,0.89,0.16891891891891891,60.56
92,NID00095,7.5,15,6.4,Babul Sarker,Osmaninagar,2.0,0.48,8801317468810.0,bKash-00095,Verified,0.625,0.6666666666666666,0.7894736842105263,0.48,0.43243243243243246,58.74
93,NID00069,5.1,14,5.2,Tariq Ahmed,Kanaighat,2.0,0.78,8801345427853.0,bKash-00069,Verified,0.425,0.6666666666666666,0.7368421052631579,0.78,0.35135135135135137,62.8
94,NID00081,6.0,11,1.8,Habib Khatun,Gowainghat,2.0,0.74,8801655791733.0,bKash-00081,Verified,0.5,0.6666666666666666,0.5789473684210527,0.74,0.12162162162162161,60.62
95,NID00092,7.0,12,9.7,Mokbul Khatun,Sunamganj Sadar,3.0,0.57,8801597350522.0,bKash-00092,Verified,0.5833333333333334,0.3333333333333333,0.631578947368421,0.57,0.6554054054054054,55.59
96,NID00006,7.0,13,11.2,Salma Khatun,Gowainghat,3.0,0.9,8801972976036.0,bKash-00006,Verified,0.5833333333333334,0.3333333333333333,0.6842105263157895,0.9,0.7567567567567567,69.32
97,NID00055,3.2,8,12.8,Dilara Sultana,Bishwamvarpur,1.0,0.31,8801399630668.0,bKash-00055,Verified,0.26666666666666666,1.0,0.42105263157894735,0.31,0.8648648648648649,42.26
98,NID00021,8.5,18,2.3,Belal Sultana,Osmaninagar,3.0,0.39,8801861371106.0,bKash-00021,Verified,0.7083333333333334,0.3333333333333333,0.9473684210526315,0.39,0.15540540540540537,54.51
99,NID00001,2.0,1,13.2,Rashida Akter,Bishwamvarpur,2.0,0.77,8801313369720.0,bKash-00001,Verified,0.16666666666666666,0.6666666666666666,0.05263157894736842,0.77,0.8918918918918918,47.83
100,NID00099,2.5,15,9.8,Mizan Ali,Balaganj,3.0,0.96,8801814345760.0,bKash-00099,Verified,0.20833333333333334,0.3333333333333333,0.7894736842105263,0.96,0.6621621621621622,60.6
